Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2020,5101600US3611047,Kings County (part),Congressional District 11 (116th Congress),New York,254245,197837,197837,162611
2020,5101600US3611085,Richmond County,Congressional District 11 (116th Congress),New York,475596,371615,371615,337311
2020,5101600US3612047,Kings County (part),Congressional District 12 (116th Congress),New York,76241,66870,66870,56819
2020,5101600US3612061,New York County (part),Congressional District 12 (116th Congress),New York,528371,467955,467955,407174
2020,5101600US3612081,Queens County (part),Congressional District 12 (116th Congress),New York,116696,99374,99374,78869
2020,5101600US3613005,Bronx County (part),Congressional District 13 (116th Congress),New York,189199,141486,141486,103412
2020,5101600US3613061,New York County (part),Congressional District 13 (116th Congress),New York,570361,465626,465626,383641
2020,5101600US3614005,Bronx County (part),Congressional District 14 (116th Congress),New York,240871,190334,190334,163269
2020,5101600US3614081,Queens County (part),Congressional District 14 (116th Congress),New York,445997,354724,354724,231325
2020,5101600US3615005,Bronx County (part),Congressional District 15 (116th Congress),New York,735959,534628,534628,412069
2020,5101600US3616005,Bronx County (part),Congressional District 16 (116th Congress),New York,261027,205927,205927,177949
2020,5101600US3616119,Westchester County (part),Congressional District 16 (116th Congress),New York,484564,375092,375092,325405
2020,5101600US3617087,Rockland County,Congressional District 17 (116th Congress),New York,325213,233310,233310,207937
2020,5101600US3617119,Westchester County (part),Congressional District 17 (116th Congress),New York,415563,327550,327550,284750
2020,5101600US3618027,Dutchess County (part),Congressional District 18 (116th Congress),New York,174605,142544,142544,133124
2020,5101600US3618071,Orange County,Congressional District 18 (116th Congress),New York,382077,284548,284548,267427
2020,5101600US3618079,Putnam County,Congressional District 18 (116th Congress),New York,98714,79123,79123,74088
2020,5101600US3618119,Westchester County (part),Congressional District 18 (116th Congress),New York,68611,53188,53188,50125
2020,5101600US3619007,Broome County (part),Congressional District 19 (116th Congress),New York,2156,1779,1779,1779
2020,5101600US3619021,Columbia County,Congressional District 19 (116th Congress),New York,60016,49646,49646,47925
2020,5101600US3619025,Delaware County,Congressional District 19 (116th Congress),New York,44676,37200,37200,36486
2020,5101600US3619027,Dutchess County (part),Congressional District 19 (116th Congress),New York,118919,95629,95629,91617
2020,5101600US3619039,Greene County,Congressional District 19 (116th Congress),New York,47335,39528,39528,38778
2020,5101600US3619057,Montgomery County (part),Congressional District 19 (116th Congress),New York,15152,11262,11262,11184
2020,5101600US3619077,Otsego County,Congressional District 19 (116th Congress),New York,59593,50095,50095,49312
