Year,State,state_fips,Congressional_District,District_dem_votes,District_rep_votes
2020,Nebraska,31,Congressional District 3,65860.0,222164.0
2020,Nevada,32,Congressional District 1,146118.0,120660.0
2020,Nevada,32,Congressional District 2,170728.0,210374.0
2020,Nevada,32,Congressional District 3,213959.0,176681.0
2020,Nevada,32,Congressional District 4,172679.0,162173.0
2020,New Hampshire,33,Congressional District 1,214764.0,194519.0
2020,New Hampshire,33,Congressional District 2,210152.0,171130.0
2020,New Jersey,34,Congressional District 1,242396.0,149853.0
2020,New Jersey,34,Congressional District 10,245849.0,83294.0
2020,New Jersey,34,Congressional District 11,235836.0,170538.0
2020,New Jersey,34,Congressional District 12,226156.0,121938.0
2020,New Jersey,34,Congressional District 2,183170.0,188686.0
2020,New Jersey,34,Congressional District 3,213408.0,221255.0
2020,New Jersey,34,Congressional District 4,196407.0,216376.0
2020,New Jersey,34,Congressional District 5,219472.0,185944.0
2020,New Jersey,34,Congressional District 6,201463.0,154646.0
2020,New Jersey,34,Congressional District 7,238325.0,175766.0
2020,New Jersey,34,Congressional District 8,203102.0,74046.0
2020,New Jersey,34,Congressional District 9,202731.0,140912.0
2020,New Mexico,35,Congressional District 1,198149.0,123908.0
2020,New Mexico,35,Congressional District 2,117515.0,149321.0
2020,New Mexico,35,Congressional District 3,185944.0,128659.0
2020,New York,36,Congressional District 1,186700.0,186813.0
2020,New York,36,Congressional District 10,239182.0,44128.0
2020,New York,36,Congressional District 11,161328.0,143597.0
2020,New York,36,Congressional District 12,260274.0,47804.0
2020,New York,36,Congressional District 13,235616.0,35387.0
2020,New York,36,Congressional District 14,164257.0,49023.0
2020,New York,36,Congressional District 15,170579.0,32515.0
2020,New York,36,Congressional District 16,227689.0,85134.0
2020,New York,36,Congressional District 17,210121.0,135412.0
2020,New York,36,Congressional District 18,182677.0,165310.0
2020,New York,36,Congressional District 19,184705.0,169305.0
2020,New York,36,Congressional District 2,189022.0,178633.0
2020,New York,36,Congressional District 20,212090.0,148447.0
2020,New York,36,Congressional District 21,145935.0,173497.0
2020,New York,36,Congressional District 22,140171.0,174726.0
2020,New York,36,Congressional District 23,141219.0,176944.0
2020,New York,36,Congressional District 24,185607.0,156260.0
2020,New York,36,Congressional District 25,216716.0,139834.0
2020,New York,36,Congressional District 26,199169.0,155623.0
2020,New York,36,Congressional District 27,173238.0,184301.0
2020,New York,36,Congressional District 3,203886.0,160832.0
2020,New York,36,Congressional District 4,206182.0,169892.0
2020,New York,36,Congressional District 5,205882.0,87654.0
2020,New York,36,Congressional District 6,182092.0,68052.0
2020,New York,36,Congressional District 7,192231.0,53418.0
2020,New York,36,Congressional District 8,228064.0,67210.0
2020,New York,36,Congressional District 9,203959.0,58803.0
2020,North Carolina,37,Congressional District 1,260993.0,133411.0
2020,North Carolina,37,Congressional District 10,155448.0,260391.0
2020,North Carolina,37,Congressional District 11,164390.0,261364.0
2020,North Carolina,37,Congressional District 12,302485.0,143368.0
2020,North Carolina,37,Congressional District 13,186169.0,236847.0
2020,North Carolina,37,Congressional District 2,243321.0,217267.0
2020,North Carolina,37,Congressional District 3,146628.0,222561.0
2020,North Carolina,37,Congressional District 4,328757.0,166575.0
2020,North Carolina,37,Congressional District 5,169220.0,233719.0
2020,North Carolina,37,Congressional District 6,179808.0,227586.0
2020,North Carolina,37,Congressional District 7,179790.0,244566.0
2020,North Carolina,37,Congressional District 8,176189.0,220497.0
2020,North Carolina,37,Congressional District 9,191081.0,190608.0
2020,North Dakota,38,Congressional District (at Large),114375.0,233950.0
2020,Ohio,39,Congressional District 1,198753.0,198277.0
2020,Ohio,39,Congressional District 10,172361.0,189063.0
2020,Ohio,39,Congressional District 11,225547.0,118516.0
2020,Ohio,39,Congressional District 12,188614.0,225054.0
2020,Ohio,39,Congressional District 13,176239.0,184526.0
2020,Ohio,39,Congressional District 14,176719.0,197370.0
2020,Ohio,39,Congressional District 15,169290.0,201147.0
2020,Ohio,39,Congressional District 16,187498.0,184729.0
2020,Ohio,39,Congressional District 2,151525.0,217140.0
2020,Ohio,39,Congressional District 3,245486.0,126742.0
2020,Ohio,39,Congressional District 4,111347.0,241664.0
2020,Ohio,39,Congressional District 5,137560.0,222973.0
2020,Ohio,39,Congressional District 6,95444.0,236882.0
2020,Ohio,39,Congressional District 7,125505.0,228651.0
2020,Ohio,39,Congressional District 8,120188.0,241601.0
2020,Ohio,39,Congressional District 9,202744.0,143748.0
2020,Oklahoma,40,Congressional District 1,125728.0,202609.0
2020,Oklahoma,40,Congressional District 2,64634.0,221121.0
2020,Oklahoma,40,Congressional District 3,71448.0,232350.0
2020,Oklahoma,40,Congressional District 4,103683.0,205950.0
2020,Oklahoma,40,Congressional District 5,138393.0,158246.0
2020,Oregon,41,Congressional District 1,293244.0,162631.0
2020,Oregon,41,Congressional District 2,198177.0,261662.0
2020,Oregon,41,Congressional District 3,367566.0,102047.0
2020,Oregon,41,Congressional District 4,238867.0,222104.0
2020,Oregon,41,Congressional District 5,242524.0,209999.0
2020,Pennsylvania,42,Congressional District 1,236663.0,205913.0
2020,Pennsylvania,42,Congressional District 10,179625.0,212586.0
2020,Pennsylvania,42,Congressional District 11,153736.0,223304.0
2020,Pennsylvania,42,Congressional District 12,104541.0,234976.0
2020,Pennsylvania,42,Congressional District 13,105181.0,264272.0
2020,Pennsylvania,42,Congressional District 14,134637.0,241780.0
2020,Pennsylvania,42,Congressional District 15,103851.0,242130.0
2020,Pennsylvania,42,Congressional District 16,144510.0,213219.0
2020,Pennsylvania,42,Congressional District 17,227098.0,183846.0
2020,Pennsylvania,42,Congressional District 18,245532.0,161260.0
2020,Pennsylvania,42,Congressional District 2,265667.0,58405.0
2020,Pennsylvania,42,Congressional District 3,295857.0,65042.0
2020,Pennsylvania,42,Congressional District 4,279423.0,164981.0
2020,Pennsylvania,42,Congressional District 5,261468.0,135241.0
2020,Pennsylvania,42,Congressional District 6,226032.0,180140.0
2020,Pennsylvania,42,Congressional District 7,198795.0,181667.0
2020,Pennsylvania,42,Congressional District 8,166684.0,187506.0
2020,Pennsylvania,42,Congressional District 9,130608.0,221979.0
2020,Rhode Island,44,Congressional District 1,149843.0,89048.0
2020,Rhode Island,44,Congressional District 2,156366.0,110788.0
2020,South Carolina,45,Congressional District 1,196528.0,202344.0
2020,South Carolina,45,Congressional District 2,161236.0,183212.0
2020,South Carolina,45,Congressional District 3,102742.0,226504.0
2020,South Carolina,45,Congressional District 4,139386.0,218464.0
2020,South Carolina,45,Congressional District 5,153409.0,208264.0
2020,South Carolina,45,Congressional District 6,180651.0,126645.0
2020,South Carolina,45,Congressional District 7,147288.0,214127.0
2020,South Dakota,46,Congressional District (at Large),147642.0,260746.0
2020,Tennessee,47,Congressional District 1,70675.0,242663.0
2020,Tennessee,47,Congressional District 2,123988.0,229251.0
2020,Tennessee,47,Congressional District 3,110985.0,217789.0
2020,Tennessee,47,Congressional District 4,107675.0,239621.0
2020,Tennessee,47,Congressional District 5,209834.0,128400.0
2020,Tennessee,47,Congressional District 6,74422.0,223042.0
2020,Tennessee,47,Congressional District 7,65578.0,160524.0
2020,Tennessee,47,Congressional District 8,120533.0,166655.0
2020,Tennessee,47,Congressional District 9,184578.0,97361.0
2020,Texas,48,Congressional District 1,83089.0,219257.0
2020,Texas,48,Congressional District 10,209363.0,168176.0
2020,Texas,48,Congressional District 11,58547.0,234852.0
2020,Texas,48,Congressional District 12,154789.0,211357.0
2020,Texas,48,Congressional District 13,54371.0,219495.0
2020,Texas,48,Congressional District 14,134162.0,183984.0
2020,Texas,48,Congressional District 15,120776.0,115881.0
2020,Texas,48,Congressional District 16,160313.0,75897.0
2020,Texas,48,Congressional District 17,142403.0,172820.0
2020,Texas,48,Congressional District 18,156092.0,119107.0
2020,Texas,48,Congressional District 19,71244.0,195565.0
2020,Texas,48,Congressional District 2,174456.0,133119.0
2020,Texas,48,Congressional District 20,183865.0,126533.0
2020,Texas,48,Congressional District 21,211539.0,208879.0
2020,Texas,48,Congressional District 22,213055.0,191967.0
2020,Texas,48,Congressional District 23,139484.0,129406.0
2020,Texas,48,Congressional District 24,177613.0,142272.0
2020,Texas,48,Congressional District 25,168026.0,189645.0
2020,Texas,48,Congressional District 26,193657.0,221534.0
2020,Texas,48,Congressional District 27,105130.0,168134.0
2020,Texas,48,Congressional District 28,125461.0,107675.0
2020,Texas,48,Congressional District 29,119365.0,91081.0
2020,Texas,48,Congressional District 3,205541.0,224563.0
2020,Texas,48,Congressional District 30,185558.0,95193.0
2020,Texas,48,Congressional District 31,194537.0,200153.0
2020,Texas,48,Congressional District 32,199414.0,110332.0
2020,Texas,48,Congressional District 33,123462.0,91141.0
2020,Texas,48,Congressional District 34,104182.0,93125.0
2020,Texas,48,Congressional District 35,206503.0,140632.0
2020,Texas,48,Congressional District 36,103985.0,193940.0
2020,Texas,48,Congressional District 4,89919.0,250431.0
2020,Texas,48,Congressional District 5,117135.0,170745.0
2020,Texas,48,Congressional District 6,152020.0,189341.0
2020,Texas,48,Congressional District 7,156092.0,119107.0
2020,Texas,48,Congressional District 8,110969.0,262329.0
2020,Texas,48,Congressional District 9,153204.0,118772.0
2020,Utah,49,Congressional District 1,117687.0,230035.0
2020,Utah,49,Congressional District 2,132755.0,233369.0
2020,Utah,49,Congressional District 3,126701.0,224712.0
2020,Utah,49,Congressional District 4,183133.0,177018.0
2020,Vermont,50,Congressional District (at Large),242820.0,112704.0
2020,Virginia,51,Congressional District 1,213970.0,230250.0
2020,Virginia,51,Congressional District 10,274705.0,172917.0
2020,Virginia,51,Congressional District 11,279147.0,122320.0
2020,Virginia,51,Congressional District 2,196298.0,164150.0
2020,Virginia,51,Congressional District 3,218953.0,122560.0
2020,Virginia,51,Congressional District 4,249312.0,139031.0
2020,Virginia,51,Congressional District 5,182886.0,220297.0
2020,Virginia,51,Congressional District 6,147854.0,229958.0
2020,Virginia,51,Congressional District 7,228783.0,215732.0
2020,Virginia,51,Congressional District 8,317311.0,93924.0
2020,Virginia,51,Congressional District 9,99934.0,244459.0
2020,Washington,53,Congressional District 1,309715.0,158826.0
2020,Washington,53,Congressional District 10,225664.0,169322.0
2020,Washington,53,Congressional District 2,210408.0,141660.0
2020,Washington,53,Congressional District 3,200722.0,213197.0
2020,Washington,53,Congressional District 4,123227.0,178036.0
2020,Washington,53,Congressional District 5,178458.0,216330.0
2020,Washington,53,Congressional District 6,227551.0,177061.0
2020,Washington,53,Congressional District 7,351107.0,109576.0
2020,Washington,53,Congressional District 8,254000.0,131260.0
2020,Washington,53,Congressional District 9,288751.0,89372.0
2020,West Virginia,54,Congressional District 1,81849.0,183904.0
2020,West Virginia,54,Congressional District 2,92623.0,184784.0
2020,West Virginia,54,Congressional District 3,61512.0,176694.0
2020,Wisconsin,55,Congressional District 1,190559.0,196398.0
2020,Wisconsin,55,Congressional District 2,324280.0,136363.0
2020,Wisconsin,55,Congressional District 3,183045.0,204944.0
2020,Wisconsin,55,Congressional District 4,231607.0,98080.0
2020,Wisconsin,55,Congressional District 5,191202.0,252066.0
2020,Wisconsin,55,Congressional District 6,169030.0,236272.0
2020,Wisconsin,55,Congressional District 7,166323.0,246560.0
2020,Wisconsin,55,Congressional District 8,174616.0,239369.0
2020,Wyoming,56,Congressional District (at Large),73491.0,193559.0
